player,course,previous total rounds,course experience,Player_initial_last,tournament id,player id,hole_par,strokes,n_rounds,made_cut,pos,tournament name,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
Brendon Todd,"TPC Sawgrass - Ponte Vedra Beach, FL",10,Knowledgeable,B. Todd,401353254,3454,144,152,2,0,0.0,The Players Championship,2022-03-13,20.0,2022,0,CUT,1.2,-1.09,-2.03,-0.9,-4.02,-2.82
Brendon Todd,"TPC Scottsdale - Scottsdale, AZ",8,Knowledgeable,B. Todd,401353236,3454,284,276,4,1,26.0,Waste Management Phoenix Open,2022-02-13,8.2,2022,0,T26,1.22,0.02,0.18,-0.18,0.01,1.23
Brendon Todd,"Waialae CC - Honolulu, HI",14,Knowledgeable,B. Todd,401353204,3454,280,272,4,1,48.0,Sony Open in Hawaii,2022-01-16,7.5,2022,0,T48,1.22,0.46,-0.79,-0.97,-1.3,-0.08
Brian Davis,"Corales Puntacana GC - Punta Cana, Dominican Republic",6,Knowledgeable,B. Davis,401353294,1049,144,154,2,0,0.0,Corales Puntacana Resort & Club Championship,2022-03-27,3.7,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Davis,"Grand Reserve Country Club - Rio Grande, Puerto Rico",2,Novice,B. Davis,401353253,1049,288,287,4,1,61.0,Puerto Rico Open,2022-03-06,3.7,2022,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Gay,"Country Club of Jackson - Jackson, MS",8,Knowledgeable,B. Gay,401353194,159,144,144,2,0,0.0,Sanderson Farms Championship,2021-10-03,7.0,2022,0,CUT,0.38,0.71,-2.23,-0.7,-2.23,-1.84
Brian Gay,"El Camaleon GC - Quintana Roo, Mexico",16,Experienced,B. Gay,401353200,159,142,141,2,0,0.0,Mayakoba Golf Classic,2021-11-07,7.2,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Gay,"Harbour Town Golf Links - Hilton Head Island, SC",18,Experienced,B. Gay,401353231,159,284,281,4,1,51.0,RBC Heritage,2022-04-17,8.0,2022,0,T51,0.66,0.6,-0.69,-0.36,-0.46,0.2
Brian Gay,"Innisbrook - Palm Harbor, FL",10,Knowledgeable,B. Gay,401353255,159,142,143,2,0,0.0,Valspar Championship,2022-03-20,7.8,2022,0,CUT,1.79,0.61,-3.42,-0.28,-3.08,-1.29
Brian Gay,"La Quinta CC - La Quinta, CA",16,Experienced,B. Gay,401353233,159,216,213,3,1,0.0,The American Express,2022-01-23,7.6,2022,0,CUT,-1.34,0.03,-1.7,0.28,-1.39,0.13
Brian Gay,"PGA National - Palm Beach Gardens, FL",16,Experienced,B. Gay,401353238,159,280,283,4,1,42.0,The Honda Classic,2022-02-27,8.0,2022,0,T42,1.66,1.24,-1.28,-1.07,-1.11,0.55
Brian Gay,"Pebble Beach Resort - Pebble Beach, CA",23,Experienced,B. Gay,401353235,159,215,221,3,1,0.0,AT&T Pebble Beach Pro-Am,2022-02-06,8.7,2022,0,CUT,4.01,-1.92,-0.13,0.34,-1.71,-2.52
Brian Gay,"Port Royal GC - Southampton Parish, Bermuda",8,Knowledgeable,B. Gay,401353199,159,284,274,4,1,12.0,Bermuda Championship,2021-10-31,6.5,2022,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Gay,"Sea Island Resort - Sea Island, GA",12,Knowledgeable,B. Gay,401353202,159,282,276,4,1,40.0,The RSM Classic,2021-11-21,7.2,2022,0,T40,0.91,0.11,-0.03,-0.32,-0.24,0.42
Brian Gay,"TPC Sawgrass - Ponte Vedra Beach, FL",10,Knowledgeable,B. Gay,401353254,159,144,157,2,0,0.0,The Players Championship,2022-03-13,20.0,2022,0,CUT,-0.67,-0.71,-3.08,-0.86,-4.65,-5.32
Brian Gay,"TPC Scottsdale - Scottsdale, AZ",20,Experienced,B. Gay,401353236,159,142,144,2,0,0.0,Waste Management Phoenix Open,2022-02-13,8.2,2022,0,CUT,2.78,-0.19,-1.65,-2.53,-4.37,-1.58
Brian Gay,"TPC Summerlin - Las Vegas, NV",16,Experienced,B. Gay,401353195,159,213,208,3,1,0.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,WD,0.44,0.74,-0.33,-1.14,-0.72,-0.28
Brian Gay,"Waialae CC - Honolulu, HI",20,Experienced,B. Gay,401353204,159,140,138,2,0,0.0,Sony Open in Hawaii,2022-01-16,7.5,2022,0,CUT,1.14,0.23,-1.9,-0.34,-2.01,-0.87
Brian Harman,"Augusta National Golf Club - Augusta, GA",10,Knowledgeable,B. Harman,401353232,1225,144,149,2,0,0.0,Masters Tournament,2022-04-10,15.0,2022,0,CUT,0.24,0.79,-1.07,-0.25,-0.52,-0.28
Brian Harman,"Colonial - Ft. Worth, TX",28,Experienced,B. Harman,401353225,1225,140,143,2,0,0.0,Charles Schwab Challenge,2022-05-29,8.4,2022,0,CUT,-0.04,0.96,-2.04,-0.08,-1.16,-1.2
Brian Harman,"El Camaleon GC - Quintana Roo, Mexico",22,Experienced,B. Harman,401353200,1225,142,143,2,0,0.0,Mayakoba Golf Classic,2021-11-07,7.2,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Harman,"Harbour Town Golf Links - Hilton Head Island, SC",24,Experienced,B. Harman,401353231,1225,284,278,4,1,35.0,RBC Heritage,2022-04-17,8.0,2022,0,T35,1.06,-0.13,-1.09,1.11,-0.11,0.95
Brian Harman,"Innisbrook - Palm Harbor, FL",8,Knowledgeable,B. Harman,401353255,1225,284,270,4,1,5.0,Valspar Championship,2022-03-20,7.8,2022,0,T5,1.9,-0.59,0.82,0.61,0.84,2.75
Brian Harman,"La Quinta CC - La Quinta, CA",20,Experienced,B. Harman,401353233,1225,288,268,4,1,3.0,The American Express,2022-01-23,7.6,2022,0,T3,1.39,-0.36,2.28,-0.01,1.91,3.24
Brian Harman,"Memorial Park GC - Houston, TX",4,Novice,B. Harman,401353201,1225,284,285,4,1,54.0,Houston Open,2021-11-14,7.5,2022,0,T54,-0.35,0.7,-0.59,-0.16,-0.05,-0.4
Brian Harman,"Muirfield Village Golf Club - Dublin, OH",12,Knowledgeable,B. Harman,401353224,1225,288,286,4,1,18.0,The Memorial Tournament pres. by Nationwide,2022-06-05,12.0,2022,0,T18,0.12,0.66,0.17,0.65,1.48,1.6
Brian Harman,"PGA National - Palm Beach Gardens, FL",20,Experienced,B. Harman,401353238,1225,140,143,2,0,0.0,The Honda Classic,2022-02-27,8.0,2022,0,CUT,-1.81,0.39,0.62,0.72,1.73,-0.08
Brian Harman,"Pebble Beach Resort - Pebble Beach, CA",4,Novice,B. Harman,401353235,1225,144,143,2,0,0.0,AT&T Pebble Beach Pro-Am,2022-02-06,8.7,2022,0,MDF,-1.28,0.52,-0.06,0.12,0.58,0.82
Brian Harman,"Sea Island Resort - Sea Island, GA",22,Experienced,B. Harman,401353202,1225,282,280,4,1,61.0,The RSM Classic,2021-11-21,7.2,2022,0,T61,0.44,-0.6,-0.5,-0.34,-1.44,-0.58
Brian Harman,"TPC Sawgrass - Ponte Vedra Beach, FL",22,Experienced,B. Harman,401353254,1225,288,292,4,1,63.0,The Players Championship,2022-03-13,20.0,2022,0,T63,-0.35,-0.07,-0.76,0.53,-0.31,-0.66
Brian Harman,"TPC Scottsdale - Scottsdale, AZ",24,Experienced,B. Harman,401353236,1225,284,273,4,1,14.0,Waste Management Phoenix Open,2022-02-13,8.2,2022,0,T14,-0.13,0.68,0.81,0.62,2.11,1.98
Brian Harman,"TPC Summerlin - Las Vegas, NV",16,Experienced,B. Harman,401353195,1225,142,138,2,0,0.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,CUT,0.22,0.32,-0.8,0.05,-0.44,-0.22
Brian Harman,"Waialae CC - Honolulu, HI",26,Experienced,B. Harman,401353204,1225,280,272,4,1,48.0,Sony Open in Hawaii,2022-01-16,7.5,2022,0,T48,1.18,0.49,-1.19,-0.57,-1.26,-0.08
Brian Stuard,"Colonial - Ft. Worth, TX",24,Experienced,B. Stuard,401353225,3599,140,143,2,0,0.0,Charles Schwab Challenge,2022-05-29,8.4,2022,0,CUT,-1.04,0.67,-0.61,-0.22,-0.15,-1.2
Brian Stuard,"Corales Puntacana GC - Punta Cana, Dominican Republic",10,Knowledgeable,B. Stuard,401353294,3599,288,275,4,1,7.0,Corales Puntacana Resort & Club Championship,2022-03-27,3.7,2022,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Stuard,"Country Club of Jackson - Jackson, MS",12,Knowledgeable,B. Stuard,401353194,3599,144,140,2,0,0.0,Sanderson Farms Championship,2021-10-03,7.0,2022,0,CUT,-0.01,0.39,0.26,-0.48,0.17,0.16
Brian Stuard,"El Camaleon GC - Quintana Roo, Mexico",20,Experienced,B. Stuard,401353200,3599,284,273,4,1,27.0,Mayakoba Golf Classic,2021-11-07,7.2,2022,0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Stuard,"Harbour Town Golf Links - Hilton Head Island, SC",24,Experienced,B. Stuard,401353231,3599,284,288,4,1,69.0,RBC Heritage,2022-04-17,8.0,2022,0,69,-1.28,-0.61,1.42,-1.08,-0.27,-1.55
Brian Stuard,"Innisbrook - Palm Harbor, FL",12,Knowledgeable,B. Stuard,401353255,3599,284,274,4,1,16.0,Valspar Championship,2022-03-20,7.8,2022,0,T16,0.51,1.09,0.83,-0.68,1.24,1.75
Brian Stuard,"La Quinta CC - La Quinta, CA",21,Experienced,B. Stuard,401353233,3599,216,211,3,1,0.0,The American Express,2022-01-23,7.6,2022,0,CUT,0.0,-0.04,-2.12,-0.14,-2.31,-0.32
Brian Stuard,"Memorial Park GC - Houston, TX",4,Novice,B. Stuard,401353201,3599,284,289,4,1,66.0,Houston Open,2021-11-14,7.5,2022,0,66,0.34,-0.41,-0.17,-1.16,-1.74,-1.4
Brian Stuard,"PGA National - Palm Beach Gardens, FL",18,Experienced,B. Stuard,401353238,3599,280,278,4,1,9.0,The Honda Classic,2022-02-27,8.0,2022,0,T9,0.49,0.37,1.02,-0.08,1.31,1.8
Brian Stuard,"Pebble Beach Resort - Pebble Beach, CA",28,Experienced,B. Stuard,401353235,3599,287,284,4,1,60.0,AT&T Pebble Beach Pro-Am,2022-02-06,8.7,2022,0,T60,-0.73,0.39,-0.66,-0.03,-0.3,0.28
Brian Stuard,"Port Royal GC - Southampton Parish, Bermuda",6,Knowledgeable,B. Stuard,401353199,3599,142,143,2,0,0.0,Bermuda Championship,2021-10-31,6.5,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Stuard,"Riviera Country Club - Pacific Palisades, CA",20,Experienced,B. Stuard,401353237,3599,284,283,4,1,61.0,The Genesis Invitational,2022-02-20,12.0,2022,0,T61,-0.09,-0.02,-0.18,-0.07,-0.27,-0.36
Brian Stuard,"Sea Island Resort - Sea Island, GA",22,Experienced,B. Stuard,401353202,3599,142,139,2,0,0.0,The RSM Classic,2021-11-21,7.2,2022,0,CUT,-0.62,0.3,1.5,-0.21,1.58,0.33
Brian Stuard,"Silverado Resort - Napa, CA",20,Experienced,B. Stuard,401353193,3599,144,145,2,0,0.0,Fortinet Championship,2021-09-20,7.0,2022,0,CUT,-0.84,0.36,-1.21,0.41,-0.44,-1.28
Brian Stuard,"TPC Craig Ranch - McKinney, TX",4,Novice,B. Stuard,401353227,3599,144,145,2,0,0.0,AT&T Byron Nelson,2022-05-15,9.1,2022,0,CUT,-1.12,0.28,-1.25,-0.76,-1.73,-2.86
Brian Stuard,"TPC Potomac at Avenel Farm - Potomac, MD",2,Novice,B. Stuard,401353228,3599,140,146,2,0,0.0,Wells Fargo Championship,2022-05-08,9.0,2022,0,CUT,-1.73,0.45,0.09,-0.74,-0.19,-1.92
Brian Stuard,"TPC San Antonio - San Antonio, TX",20,Experienced,B. Stuard,401353273,3599,144,147,2,0,0.0,Valero Texas Open,2022-04-03,8.6,2022,0,CUT,0.57,-0.33,-0.65,-1.2,-2.18,-1.61
Brian Stuard,"TPC Sawgrass - Ponte Vedra Beach, FL",12,Knowledgeable,B. Stuard,401353254,3599,144,149,2,0,0.0,The Players Championship,2022-03-13,20.0,2022,0,CUT,-1.96,1.11,0.13,-0.6,0.64,-1.32
Brian Stuard,"TPC Scottsdale - Scottsdale, AZ",22,Experienced,B. Stuard,401353236,3599,284,283,4,1,58.0,Waste Management Phoenix Open,2022-02-13,8.2,2022,0,T58,-0.23,-0.21,0.1,-0.18,-0.29,-0.52
Brian Stuard,"TPC Summerlin - Las Vegas, NV",16,Experienced,B. Stuard,401353195,3599,142,139,2,0,0.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,CUT,-0.52,-0.04,0.1,-0.26,-0.2,-0.72
Brian Stuard,"Torrey Pines North - La Jolla, CA",10,Knowledgeable,B. Stuard,401353234,3599,143,145,2,0,0.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,CUT,-0.71,0.97,-2.22,-0.8,-2.05,-1.33
Brian Stuard,"Waialae CC - Honolulu, HI",22,Experienced,B. Stuard,401353204,3599,140,137,2,0,0.0,Sony Open in Hawaii,2022-01-16,7.5,2022,0,CUT,-0.8,0.09,0.42,-0.08,0.43,-0.37
Brice Garnett,"Corales Puntacana GC - Punta Cana, Dominican Republic",16,Experienced,B. Garnett,401353294,2283,288,288,4,1,58.0,Corales Puntacana Resort & Club Championship,2022-03-27,3.7,2022,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
Brice Garnett,"Country Club of Jackson - Jackson, MS",10,Knowledgeable,B. Garnett,401353194,2283,288,280,4,1,56.0,Sanderson Farms Championship,2021-10-03,7.0,2022,0,T56,-0.66,-0.48,0.23,0.61,0.36,-0.29
Brice Garnett,"El Camaleon GC - Quintana Roo, Mexico",24,Experienced,B. Garnett,401353200,2283,142,140,2,0,0.0,Mayakoba Golf Classic,2021-11-07,7.2,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brice Garnett,"Grand Reserve Country Club - Rio Grande, Puerto Rico",8,Knowledgeable,B. Garnett,401353253,2283,288,277,4,1,7.0,Puerto Rico Open,2022-03-06,3.7,2022,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Brice Garnett,"Harbour Town Golf Links - Hilton Head Island, SC",18,Experienced,B. Garnett,401353231,2283,142,147,2,0,0.0,RBC Heritage,2022-04-17,8.0,2022,0,CUT,-1.43,-0.04,-0.52,-0.07,-0.63,-2.06
Brice Garnett,"Innisbrook - Palm Harbor, FL",8,Knowledgeable,B. Garnett,401353255,2283,284,277,4,1,27.0,Valspar Championship,2022-03-20,7.8,2022,0,T27,0.94,-0.15,-0.03,0.23,0.06,0.99
Brice Garnett,"La Quinta CC - La Quinta, CA",16,Experienced,B. Garnett,401353233,2283,288,285,4,1,70.0,The American Express,2022-01-23,7.6,2022,0,70,-0.04,-0.55,-2.81,-0.3,-3.66,-1.01
Brice Garnett,"Memorial Park GC - Houston, TX",4,Novice,B. Garnett,401353201,2283,284,284,4,1,50.0,Houston Open,2021-11-14,7.5,2022,0,T50,1.22,-0.53,-0.11,-0.74,-1.37,-0.15
Brice Garnett,"PGA National - Palm Beach Gardens, FL",14,Knowledgeable,B. Garnett,401353238,2283,140,143,2,0,0.0,The Honda Classic,2022-02-27,8.0,2022,0,CUT,1.04,1.02,-2.07,-0.07,-1.12,-0.08
Brice Garnett,"Pebble Beach Resort - Pebble Beach, CA",15,Knowledgeable,B. Garnett,401353235,2283,215,216,3,1,0.0,AT&T Pebble Beach Pro-Am,2022-02-06,8.7,2022,0,CUT,2.65,-0.26,-2.69,1.06,-1.88,-0.97
Brice Garnett,"Sea Island Resort - Sea Island, GA",16,Experienced,B. Garnett,401353202,2283,142,139,2,0,0.0,The RSM Classic,2021-11-21,7.2,2022,0,CUT,-0.1,-0.37,-0.24,1.03,0.41,-0.01
Brice Garnett,"Silverado Resort - Napa, CA",16,Experienced,B. Garnett,401353193,2283,144,145,2,0,0.0,Fortinet Championship,2021-09-20,7.0,2022,0,CUT,-0.87,-0.32,1.04,-1.13,-0.41,-1.28
Brice Garnett,"TPC Craig Ranch - McKinney, TX",4,Novice,B. Garnett,401353227,2283,288,269,4,1,15.0,AT&T Byron Nelson,2022-05-15,9.1,2022,0,T15,1.8,0.74,-0.58,-0.17,-0.01,1.78
Brice Garnett,"TPC San Antonio - San Antonio, TX",12,Knowledgeable,B. Garnett,401353273,2283,144,144,2,0,0.0,Valero Texas Open,2022-04-03,8.6,2022,0,CUT,0.17,1.15,-1.21,0.19,0.06,0.23
Brice Garnett,"TPC Sawgrass - Ponte Vedra Beach, FL",12,Knowledgeable,B. Garnett,401353254,2283,288,288,4,1,50.0,The Players Championship,2022-03-13,20.0,2022,0,T50,-0.26,0.33,0.66,-0.39,0.6,0.34
Brice Garnett,"TPC Scottsdale - Scottsdale, AZ",10,Knowledgeable,B. Garnett,401353236,2283,284,282,4,1,53.0,Waste Management Phoenix Open,2022-02-13,8.2,2022,0,T53,-0.68,0.35,0.04,0.01,0.4,-0.27
Brice Garnett,"TPC Summerlin - Las Vegas, NV",12,Knowledgeable,B. Garnett,401353195,2283,142,138,2,0,0.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,CUT,0.06,0.55,-1.27,0.44,-0.28,-0.22
Brice Garnett,"Torrey Pines North - La Jolla, CA",10,Knowledgeable,B. Garnett,401353234,2283,143,143,2,0,0.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,CUT,-0.33,0.5,1.27,-0.66,1.11,-0.89
Bronson Burgoon,"Corales Puntacana GC - Punta Cana, Dominican Republic",6,Knowledgeable,B. Burgoon,401353294,1626,144,145,2,0,0.0,Corales Puntacana Resort & Club Championship,2022-03-27,3.7,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronson Burgoon,"Country Club of Jackson - Jackson, MS",7,Knowledgeable,B. Burgoon,401353194,1626,144,143,2,0,0.0,Sanderson Farms Championship,2021-10-03,7.0,2022,0,CUT,-0.68,0.81,-1.2,-0.27,-0.67,-1.34
Bronson Burgoon,"Grand Reserve Country Club - Rio Grande, Puerto Rico",4,Novice,B. Burgoon,401353253,1626,144,150,2,0,0.0,Puerto Rico Open,2022-03-06,3.7,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronson Burgoon,"Innisbrook - Palm Harbor, FL",2,Novice,B. Burgoon,401353255,1626,142,150,2,0,0.0,Valspar Championship,2022-03-20,7.8,2022,0,CUT,-1.92,-0.99,-1.85,-0.04,-2.88,-4.79
Bronson Burgoon,"La Quinta CC - La Quinta, CA",17,Experienced,B. Burgoon,401353233,1626,288,279,4,1,49.0,The American Express,2022-01-23,7.6,2022,0,T49,0.74,-0.06,0.03,-0.41,-0.44,0.49
Bronson Burgoon,"Memorial Park GC - Houston, TX",2,Novice,B. Burgoon,401353201,1626,284,281,4,1,35.0,Houston Open,2021-11-14,7.5,2022,0,T35,-0.47,-0.13,1.27,-0.06,1.07,0.6
Bronson Burgoon,"PGA National - Palm Beach Gardens, FL",15,Knowledgeable,B. Burgoon,401353238,1626,280,287,4,1,66.0,The Honda Classic,2022-02-27,8.0,2022,0,T66,0.35,0.25,-0.2,-0.85,-0.8,-0.45
Bronson Burgoon,"Pebble Beach Resort - Pebble Beach, CA",12,Knowledgeable,B. Burgoon,401353235,1626,215,216,3,1,0.0,AT&T Pebble Beach Pro-Am,2022-02-06,8.7,2022,0,CUT,2.18,0.95,-4.75,0.39,-3.41,-0.97
Bronson Burgoon,"Sea Island Resort - Sea Island, GA",14,Knowledgeable,B. Burgoon,401353202,1626,142,139,2,0,0.0,The RSM Classic,2021-11-21,7.2,2022,0,CUT,-0.38,0.72,0.47,-1.49,-0.31,-0.01
Bronson Burgoon,"Silverado Resort - Napa, CA",10,Knowledgeable,B. Burgoon,401353193,1626,288,277,4,1,16.0,Fortinet Championship,2021-09-20,7.0,2022,0,T16,0.93,-0.63,1.35,0.03,0.75,1.68
Bronson Burgoon,"TPC San Antonio - San Antonio, TX",6,Knowledgeable,B. Burgoon,401353273,1626,144,151,2,0,0.0,Valero Texas Open,2022-04-03,8.6,2022,0,CUT,0.74,-0.94,-1.75,-1.67,-4.35,-3.61
Bronson Burgoon,"TPC Summerlin - Las Vegas, NV",12,Knowledgeable,B. Burgoon,401353195,1626,142,144,2,0,0.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,CUT,0.01,-1.65,-0.88,-0.7,-3.23,-3.22
Bronson Burgoon,"Torrey Pines North - La Jolla, CA",14,Knowledgeable,B. Burgoon,401353234,1626,285,290,4,1,74.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,T74,-0.32,-0.19,0.18,-0.8,-0.8,-1.06
Brooks Koepka,"Albany - New Providence, Bahamas",12,Knowledgeable,B. Koepka,401366873,6798,288,277,4,1,9.0,Hero World Challenge,2021-12-05,3.5,2022,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooks Koepka,"Augusta National Golf Club - Augusta, GA",22,Experienced,B. Koepka,401353232,6798,144,150,2,0,0.0,Masters Tournament,2022-04-10,15.0,2022,0,CUT,-2.6,1.7,-0.06,0.17,1.82,-0.78
Brooks Koepka,"El Camaleon GC - Quintana Roo, Mexico",2,Novice,B. Koepka,401353200,6798,142,142,2,0,0.0,Mayakoba Golf Classic,2021-11-07,7.2,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooks Koepka,"Kapalua Resort - Kapalua, HI",12,Knowledgeable,B. Koepka,401353203,6798,292,277,4,1,28.0,Sentry Tournament of Champions,2022-01-09,8.2,2022,1,T28,-0.89,0.39,0.37,-0.9,-0.14,-1.03
Brooks Koepka,"Memorial Park GC - Houston, TX",4,Novice,B. Koepka,401353201,6798,142,143,2,0,0.0,Houston Open,2021-11-14,7.5,2022,0,CUT,0.92,-0.34,-0.81,-0.55,-1.71,-0.79
Brooks Koepka,"PGA National - Palm Beach Gardens, FL",16,Experienced,B. Koepka,401353238,6798,280,280,4,1,16.0,The Honda Classic,2022-02-27,8.0,2022,0,T16,-0.11,0.08,0.81,0.51,1.41,1.3
Brooks Koepka,"Riviera Country Club - Pacific Palisades, CA",10,Knowledgeable,B. Koepka,401353237,6798,142,145,2,0,0.0,The Genesis Invitational,2022-02-20,12.0,2022,0,CUT,-1.34,0.81,-0.22,-1.04,-0.45,-1.78
Brooks Koepka,"TPC Sawgrass - Ponte Vedra Beach, FL",18,Experienced,B. Koepka,401353254,6798,144,153,2,0,0.0,The Players Championship,2022-03-13,20.0,2022,0,CUT,-0.19,-1.69,-1.97,0.53,-3.13,-3.32
Brooks Koepka,"TPC Scottsdale - Scottsdale, AZ",16,Experienced,B. Koepka,401353236,6798,284,269,4,1,3.0,Waste Management Phoenix Open,2022-02-13,8.2,2022,0,T3,1.5,-0.32,0.55,1.24,1.48,2.98
Brooks Koepka,"TPC Summerlin - Las Vegas, NV",12,Knowledgeable,B. Koepka,401353195,6798,284,280,4,1,67.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,T67,-0.74,-0.14,-0.46,0.35,-0.26,-1.0
Brooks Koepka,"Torrey Pines North - La Jolla, CA",8,Knowledgeable,B. Koepka,401353234,6798,143,144,2,0,0.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,CUT,2.43,-1.02,-1.29,-0.88,-3.19,-0.83
Bryson DeChambeau,"Albany - New Providence, Bahamas",8,Knowledgeable,B. DeChambeau,401366873,10046,288,280,4,1,14.0,Hero World Challenge,2021-12-05,3.5,2022,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryson DeChambeau,"Augusta National Golf Club - Augusta, GA",20,Experienced,B. DeChambeau,401353232,10046,144,156,2,0,0.0,Masters Tournament,2022-04-10,15.0,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryson DeChambeau,"Kapalua Resort - Kapalua, HI",12,Knowledgeable,B. DeChambeau,401353203,10046,292,276,4,1,25.0,Sentry Tournament of Champions,2022-01-09,8.2,2022,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryson DeChambeau,"Muirfield Village Golf Club - Dublin, OH",18,Experienced,B. DeChambeau,401353224,10046,144,153,2,0,0.0,The Memorial Tournament pres. by Nationwide,2022-06-05,12.0,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryson DeChambeau,"TPC San Antonio - San Antonio, TX",4,Novice,B. DeChambeau,401353273,10046,144,149,2,0,0.0,Valero Texas Open,2022-04-03,8.6,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryson DeChambeau,"Torrey Pines North - La Jolla, CA",4,Novice,B. DeChambeau,401353234,10046,143,142,2,0,0.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryson Nimmer,"Grand Reserve Country Club - Rio Grande, Puerto Rico",6,Knowledgeable,B. Nimmer,401353253,4415125,288,290,4,1,69.0,Puerto Rico Open,2022-03-06,3.7,2022,0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryson Nimmer,"Harbour Town Golf Links - Hilton Head Island, SC",2,Novice,B. Nimmer,401353231,4415125,142,148,2,0,0.0,RBC Heritage,2022-04-17,8.0,2022,0,CUT,-1.51,-0.29,0.06,-0.82,-1.05,-2.56
Bubba Watson,"Augusta National Golf Club - Augusta, GA",26,Experienced,B. Watson,401353232,780,288,295,4,1,39.0,Masters Tournament,2022-04-10,15.0,2022,0,T39,-0.48,-0.97,0.52,1.03,0.58,0.1
Bubba Watson,"Innisbrook - Palm Harbor, FL",6,Knowledgeable,B. Watson,401353255,780,142,140,2,0,0.0,Valspar Championship,2022-03-20,7.8,2022,0,CUT,-0.96,2.35,-0.99,-0.19,1.17,0.2
Bubba Watson,"Riviera Country Club - Pacific Palisades, CA",21,Experienced,B. Watson,401353237,780,142,144,2,0,0.0,The Genesis Invitational,2022-02-20,12.0,2022,0,CUT,-0.66,-0.09,-0.91,0.37,-0.62,-1.28
Bubba Watson,"TPC Sawgrass - Ponte Vedra Beach, FL",20,Experienced,B. Watson,401353254,780,288,295,4,1,68.0,The Players Championship,2022-03-13,20.0,2022,0,T68,0.15,-0.43,-1.61,0.49,-1.55,-1.41
Bubba Watson,"TPC Scottsdale - Scottsdale, AZ",26,Experienced,B. Watson,401353236,780,284,273,4,1,14.0,Waste Management Phoenix Open,2022-02-13,8.2,2022,0,T14,-0.26,-0.07,1.94,0.38,2.24,1.98
C.T. Pan,"Accordia Golf Narashino CC - Chiba, Japan",4,Novice,C. Pan,401353197,6017,280,287,4,1,57.0,The ZOZO Championship,2021-10-24,9.95,2022,1,57.0,0.0,0.0,0.0,0.0,0.0,0.0
C.T. Pan,"Colonial - Ft. Worth, TX",16,Experienced,C. Pan,401353225,6017,280,284,4,1,52.0,Charles Schwab Challenge,2022-05-29,8.4,2022,0,T52,0.75,-0.74,0.54,-0.68,-0.88,-0.13
C.T. Pan,"El Camaleon GC - Quintana Roo, Mexico",16,Experienced,C. Pan,401353200,6017,284,276,4,1,45.0,Mayakoba Golf Classic,2021-11-07,7.2,2022,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
C.T. Pan,"Harbour Town Golf Links - Hilton Head Island, SC",18,Experienced,C. Pan,401353231,6017,284,279,4,1,42.0,RBC Heritage,2022-04-17,8.0,2022,0,T42,-0.78,0.38,1.02,0.07,1.47,0.7
C.T. Pan,"Innisbrook - Palm Harbor, FL",8,Knowledgeable,C. Pan,401353255,6017,284,280,4,1,48.0,Valspar Championship,2022-03-20,7.8,2022,0,T48,0.13,0.3,0.43,-0.61,0.12,0.24
